Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%),predicted_risk,pred_high_risk_prob,actual_risk_category
"Nurse, learning disability",Healthcare,Increasing,High,147730.18,Master’s Degree,5,4271,6861,62.87,62.39,Australia,28.12,2,0.4347115985876026,2
Games developer,Healthcare,Increasing,High,48910.15,Bachelor’s Degree,18,3076,1813,35.6,87.09,Canada,53.45,2,0.4346629388613977,2
Museum/gallery curator,Education,Decreasing,Low,97956.73,Associate Degree,7,6172,6802,19.27,31.25,UK,47.02,2,0.4346608517952427,1
Travel agency manager,Manufacturing,Increasing,Low,86488.69,PhD,19,4151,413,58.27,12.56,UK,58.07,2,0.4346371224331353,0
Homeopath,Manufacturing,Decreasing,Moderate,56053.3,Bachelor’s Degree,16,3896,5726,75.93,92.18,Germany,44.32,2,0.4346251222521764,2
Transport planner,Manufacturing,Increasing,High,44280.05,Bachelor’s Degree,18,3242,5499,37.97,12.19,China,34.14,2,0.4346219967873865,0
Civil Service fast streamer,Manufacturing,Increasing,High,65034.04,Bachelor’s Degree,15,2490,9307,62.57,90.29,UK,61.4,2,0.43460079085328346,2
Financial planner,Manufacturing,Increasing,High,125853.51,PhD,7,2654,2710,16.47,17.21,USA,59.07,2,0.4345712348484381,0
Financial adviser,Education,Increasing,Moderate,97975.35,Master’s Degree,2,5309,8285,78.51,66.53,Brazil,79.34,2,0.43457038573810775,2
"Designer, television/film set",Retail,Increasing,Moderate,147618.81,PhD,2,8843,9941,11.96,74.71,USA,55.55,2,0.434558766349007,2
"Geologist, engineering",Healthcare,Decreasing,Low,137209.5,PhD,11,3053,6693,48.59,70.95,Brazil,53.64,2,0.43454400919743896,2
"Engineer, civil (contracting)",IT,Decreasing,Low,148686.87,Associate Degree,18,8458,9311,23.14,77.53,Canada,39.16,2,0.43453438372430886,2
Herpetologist,Finance,Decreasing,Moderate,92528.79,Master’s Degree,8,9419,7377,36.71,43.79,Australia,49.19,2,0.4345295563940805,1
"Nurse, mental health",Education,Decreasing,Low,99997.43,Associate Degree,5,1469,7373,50.8,89.08,China,78.32,2,0.43452553384600145,2
Hotel manager,Entertainment,Decreasing,Moderate,79659.02,Bachelor’s Degree,12,9376,7732,65.54,55.76,Brazil,43.81,2,0.4345150875379734,1
"Scientist, biomedical",Finance,Increasing,High,132107.31,High School,19,7633,8612,28.8,9.0,Germany,25.2,2,0.4345117194177064,0
"Engineer, manufacturing systems",Retail,Increasing,Low,111122.27,Associate Degree,7,8205,318,71.75,25.54,India,47.31,2,0.43450280889351445,0
Furniture conservator/restorer,IT,Decreasing,Moderate,126353.97,PhD,2,2809,4958,56.91,34.96,Canada,59.3,2,0.43448331612028707,1
Cytogeneticist,Transportation,Decreasing,Low,46250.0,Master’s Degree,12,8206,8240,71.41,57.99,Australia,52.51,2,0.4344794650040951,1
Retail merchandiser,Healthcare,Decreasing,Moderate,53991.55,Associate Degree,9,496,3304,76.03,43.97,Canada,68.06,2,0.4344793013566162,1
Firefighter,Healthcare,Increasing,High,121674.07,Bachelor’s Degree,15,8103,4435,13.44,83.96,Brazil,73.8,2,0.4344708282724154,2
"Designer, fashion/clothing",IT,Increasing,High,52593.43,Bachelor’s Degree,16,3441,6885,26.64,94.66,Canada,79.8,2,0.43446992816821506,2
Petroleum engineer,IT,Increasing,Moderate,128102.65,Associate Degree,18,6546,6685,32.81,64.51,China,41.85,2,0.4344645669577015,2
Multimedia specialist,Healthcare,Increasing,Moderate,83829.99,Master’s Degree,14,7999,7906,32.17,15.25,Canada,23.46,2,0.4344596464010289,0
"Pilot, airline",Retail,Increasing,High,30442.56,Associate Degree,6,4710,4132,9.07,58.78,UK,33.27,2,0.4344454903049099,1
"Development worker, international aid",Education,Increasing,Low,149765.13,High School,1,2398,4888,7.47,64.05,USA,50.6,2,0.434397580412597,2
Print production planner,Education,Increasing,Low,140161.84,Associate Degree,17,4279,7413,10.03,83.32,Australia,23.26,2,0.4343941990156055,2
Commissioning editor,Education,Decreasing,High,141878.73,Associate Degree,15,3736,6095,44.51,48.34,India,36.71,2,0.43439081935213203,1
Database administrator,Manufacturing,Increasing,High,139123.86,PhD,16,6265,6771,39.88,27.74,Australia,26.46,2,0.4343863912528902,0
Pharmacologist,Transportation,Increasing,Low,83548.66,Bachelor’s Degree,8,1397,2697,80.34,76.63,USA,43.48,2,0.43437356678286543,2
"Psychologist, occupational",Transportation,Decreasing,High,107691.3,Master’s Degree,1,2941,5279,37.54,64.44,UK,25.03,2,0.43434785315247787,2
Child psychotherapist,IT,Increasing,Moderate,139874.4,Bachelor’s Degree,1,1586,5302,54.35,58.38,Brazil,54.44,2,0.4343356464613295,1
Learning mentor,Manufacturing,Decreasing,Moderate,127168.07,Bachelor’s Degree,0,7350,4207,70.8,70.79,Brazil,44.64,2,0.43432646209152814,2
"Psychologist, occupational",Retail,Increasing,High,99375.17,High School,10,4906,1220,2.07,4.91,Australia,30.92,2,0.43432114726414606,0
Architect,IT,Increasing,High,99670.37,Bachelor’s Degree,20,4590,6583,76.02,26.79,India,73.0,2,0.43430511861579746,0
Video editor,Education,Increasing,High,54865.35,Bachelor’s Degree,16,7018,2614,61.9,66.95,Canada,20.67,2,0.4342945265379953,2
Social worker,Entertainment,Decreasing,High,68340.44,Associate Degree,6,6021,7250,80.0,58.34,UK,79.28,2,0.43428575575842426,1
"Designer, exhibition/display",Entertainment,Decreasing,Moderate,146937.68,PhD,14,9712,979,54.72,18.0,USA,49.54,2,0.43426584627138604,0
Community development worker,Finance,Increasing,High,42809.31,Bachelor’s Degree,11,6712,3156,57.45,83.76,Canada,21.87,2,0.4342622568882474,2
"Secretary, company",Transportation,Increasing,Moderate,69285.44,Bachelor’s Degree,20,8728,807,88.49,74.07,China,69.63,2,0.4342340610071325,2
Sports coach,Transportation,Increasing,Moderate,64127.92,Bachelor’s Degree,6,5521,2247,10.02,22.43,Australia,50.63,2,0.43422296423260004,0
Insurance account manager,Finance,Increasing,Moderate,45726.83,Bachelor’s Degree,20,8153,3245,54.94,59.87,India,59.27,2,0.43419317765039717,1
Systems developer,Education,Increasing,Moderate,41593.35,Master’s Degree,7,7165,9071,27.61,19.16,India,66.76,2,0.43416658954109755,0
Early years teacher,Finance,Increasing,Low,51258.01,Master’s Degree,15,9827,4743,57.14,23.99,Brazil,42.62,2,0.43416412139179217,0
Control and instrumentation engineer,Retail,Decreasing,High,48258.44,Associate Degree,7,1029,3051,67.66,74.34,China,71.05,2,0.43414984422804753,2
"Runner, broadcasting/film/video",Manufacturing,Decreasing,High,102372.31,High School,7,1231,5266,92.41,63.23,India,57.5,2,0.43414708029603116,2
Arboriculturist,IT,Increasing,Low,103729.65,Associate Degree,10,2623,6244,37.85,79.54,USA,76.6,2,0.43414600423851635,2
Television/film/video producer,Finance,Decreasing,High,129824.76,High School,7,3409,3554,86.41,59.54,USA,27.36,2,0.4341383576645778,1
Software engineer,Manufacturing,Decreasing,Low,74743.09,PhD,17,7119,8460,63.72,67.75,Brazil,66.57,2,0.4341268892025256,2
"Engineer, electrical",Transportation,Increasing,High,100147.48,Master’s Degree,9,4797,8304,74.97,20.05,China,25.49,2,0.434125409377765,0
Arts administrator,IT,Increasing,Moderate,79036.15,High School,6,9380,6835,8.91,62.9,China,39.15,2,0.43412437658057645,2
"Surveyor, insurance",Entertainment,Increasing,Moderate,34870.11,Associate Degree,7,7621,2353,36.34,8.04,UK,78.4,2,0.4341213257146515,0
Airline pilot,IT,Decreasing,Low,112832.6,PhD,18,6190,7594,93.92,83.33,India,44.6,2,0.4341168021678381,2
Further education lecturer,IT,Increasing,Moderate,45337.48,Master’s Degree,7,6576,8532,17.04,15.02,USA,69.57,2,0.43411293088791214,0
"Civil engineer, contracting",Education,Decreasing,Low,131949.79,Associate Degree,10,2686,5686,55.48,60.19,China,54.35,2,0.4341045059638222,2
Medical technical officer,Healthcare,Decreasing,Low,91454.36,Master’s Degree,10,6274,4548,73.74,71.02,UK,58.42,2,0.43406333914415124,2
Race relations officer,Healthcare,Decreasing,High,87771.85,Associate Degree,1,9567,933,19.17,63.82,USA,53.78,2,0.43405199327301436,2
Fish farm manager,IT,Increasing,High,142127.15,High School,1,4021,7988,28.44,16.49,China,64.53,2,0.4340505484740341,0
Bonds trader,IT,Decreasing,Low,33138.83,High School,18,1508,5503,11.97,35.57,USA,76.76,2,0.4340134420131126,1
"Optician, dispensing",Education,Increasing,Moderate,124525.17,High School,13,8597,763,43.84,4.68,UK,46.1,2,0.434012612768773,0
Waste management officer,Transportation,Decreasing,Low,142882.96,Bachelor’s Degree,5,7270,3595,30.09,84.8,China,27.39,2,0.4340112806364103,2
"Programmer, multimedia",Finance,Increasing,Low,119806.35,High School,2,2477,3966,36.96,41.45,UK,60.5,2,0.4340099150010321,1
Claims inspector/assessor,Entertainment,Increasing,Moderate,87644.6,PhD,18,7798,9642,33.92,87.68,Germany,63.58,2,0.43395564397705716,2
Counselling psychologist,Healthcare,Decreasing,Low,94057.62,Bachelor’s Degree,15,1594,6937,40.31,79.92,Germany,41.12,2,0.43394939013752765,2
Television camera operator,Entertainment,Increasing,Moderate,101166.28,Bachelor’s Degree,7,5196,6716,96.98,46.27,Brazil,52.45,2,0.4339446778828613,1
"Optician, dispensing",Manufacturing,Decreasing,High,70527.15,Master’s Degree,1,6058,8674,95.72,48.81,Germany,56.92,2,0.4339183672555892,1
Manufacturing systems engineer,Manufacturing,Increasing,Moderate,93441.79,High School,15,5274,4349,67.85,71.98,UK,26.88,2,0.43390152976635904,2
Exercise physiologist,Education,Decreasing,Moderate,81929.54,Associate Degree,2,2126,5974,96.64,32.43,UK,60.6,2,0.43389874454449173,1
Politician's assistant,Healthcare,Increasing,High,91879.75,Associate Degree,15,3585,4842,24.15,52.33,UK,36.53,2,0.4338967214153052,1
Higher education lecturer,Retail,Decreasing,High,34337.13,High School,1,1808,577,75.11,84.23,Canada,66.26,2,0.4338947059830987,2
Financial risk analyst,Healthcare,Decreasing,Moderate,36708.02,Bachelor’s Degree,8,1900,8772,49.31,96.35,UK,51.1,2,0.43388760577789587,2
"Librarian, academic",Finance,Increasing,Moderate,32358.65,Associate Degree,17,6826,7917,22.47,43.84,Brazil,24.09,2,0.4338854022150723,1
Financial adviser,Entertainment,Increasing,Moderate,117899.25,Master’s Degree,15,9846,1122,11.22,1.54,China,66.89,2,0.4338779732958396,0
Medical physicist,IT,Decreasing,High,140379.44,Master’s Degree,12,8816,4494,49.82,99.37,India,34.52,2,0.4338716897468778,2
IT trainer,IT,Decreasing,Low,93239.56,High School,8,3994,6851,57.91,35.9,USA,34.8,2,0.43387038946346035,1
Race relations officer,Entertainment,Increasing,High,68452.69,PhD,4,1571,2617,5.62,76.82,India,52.99,2,0.4338359167132819,2
Civil Service administrator,Education,Increasing,High,91343.11,Bachelor’s Degree,19,3938,5108,76.1,15.65,China,53.69,2,0.43382588570939695,0
Forensic psychologist,Retail,Increasing,High,43666.37,Associate Degree,2,1765,1270,72.68,46.19,UK,20.17,2,0.4338227109149256,1
IT trainer,IT,Increasing,High,125411.94,Bachelor’s Degree,1,1289,6644,40.06,54.4,UK,52.94,2,0.43379933056784603,1
Teaching laboratory technician,Education,Decreasing,Low,115205.87,Bachelor’s Degree,8,7655,4461,79.75,24.83,Australia,21.49,2,0.43378925077342084,0
Garment/textile technologist,Retail,Decreasing,Moderate,112776.58,Bachelor’s Degree,8,6807,1816,64.32,69.13,Australia,24.16,2,0.4337793579091038,2
Rural practice surveyor,Transportation,Increasing,Low,100315.62,High School,2,1268,943,34.38,81.33,UK,46.62,2,0.43377829647394345,2
Museum/gallery exhibitions officer,Finance,Increasing,High,144413.36,Bachelor’s Degree,19,4222,5406,6.99,53.85,Brazil,61.56,2,0.4337514818514525,1
Quantity surveyor,Healthcare,Decreasing,Moderate,68263.29,Associate Degree,10,2507,8989,51.17,29.29,Germany,72.84,2,0.4337413637685238,0
Insurance underwriter,Retail,Increasing,High,129122.49,Master’s Degree,20,8211,6091,79.05,50.62,India,27.47,2,0.4337408179859243,1
"Geologist, wellsite",Entertainment,Increasing,Low,54425.86,Master’s Degree,6,898,980,66.81,75.79,Brazil,46.37,2,0.43373904353719805,2
Futures trader,Transportation,Decreasing,Low,114122.4,Associate Degree,6,9709,6691,82.55,63.7,Brazil,30.9,2,0.4337356695500405,2
Dealer,Retail,Increasing,High,96400.43,Bachelor’s Degree,4,7321,2265,83.72,65.71,India,35.86,2,0.4337231155201928,2
Intelligence analyst,IT,Increasing,Moderate,55049.47,Bachelor’s Degree,8,9442,3385,22.37,88.22,Brazil,27.46,2,0.4337224143302288,2
Network engineer,Healthcare,Increasing,High,105867.07,Master’s Degree,3,8761,6049,78.56,86.72,Brazil,74.39,2,0.43372063616309353,2
Aeronautical engineer,IT,Increasing,High,88005.74,PhD,15,9573,9108,94.53,60.22,China,42.19,2,0.4336939267461365,2
Lawyer,Healthcare,Decreasing,Low,63310.65,High School,16,9793,4893,26.91,72.39,USA,71.29,2,0.4336922002331763,2
Technical sales engineer,Entertainment,Increasing,High,109425.29,Associate Degree,3,8914,2183,33.95,8.85,UK,44.02,2,0.43368283753911896,0
Careers information officer,Healthcare,Decreasing,Low,144461.43,PhD,2,6085,8861,88.21,71.16,China,38.72,2,0.4336764841408065,2
Town planner,Entertainment,Increasing,High,55338.45,Bachelor’s Degree,12,2871,1307,4.95,81.96,UK,36.68,2,0.4336724112918028,2
Osteopath,Transportation,Decreasing,Moderate,67327.02,High School,12,548,5210,82.63,23.5,China,50.83,2,0.4336497458216146,0
Cytogeneticist,Entertainment,Increasing,High,131669.11,Master’s Degree,8,9186,8713,46.04,20.48,China,58.34,2,0.4336496541215998,0
Social worker,Healthcare,Decreasing,High,78109.99,Associate Degree,20,9725,5802,1.99,1.21,India,42.78,2,0.43363831082507814,0
"Administrator, sports",Transportation,Increasing,Moderate,78210.86,Bachelor’s Degree,5,3432,6733,46.26,35.66,USA,64.94,2,0.43363091359854306,1
Financial manager,Education,Increasing,Moderate,89769.45,High School,15,3018,3525,49.56,44.21,Canada,56.77,2,0.4336251593636957,1
Health visitor,IT,Increasing,High,148794.45,High School,15,4854,7832,94.53,88.07,Germany,77.6,2,0.43362013247466447,2
Freight forwarder,Retail,Increasing,High,93770.15,PhD,19,6025,5923,34.07,47.11,China,40.2,2,0.4336141736285719,1
"Geologist, wellsite",IT,Increasing,Low,106001.32,PhD,12,2928,3666,40.61,62.7,Germany,32.47,2,0.4336055547803484,2
"Teacher, secondary school",IT,Decreasing,Moderate,144712.13,Bachelor’s Degree,12,8213,6968,56.67,19.8,Germany,61.74,2,0.43359656608153596,0
Chief Technology Officer,Healthcare,Increasing,Low,75260.61,Associate Degree,13,3217,8253,69.12,76.65,India,37.89,2,0.43359437562028963,2
Dietitian,Entertainment,Decreasing,Low,36009.54,PhD,6,5054,6806,54.22,10.06,USA,36.46,2,0.43359379385208335,0
Curator,Healthcare,Increasing,High,148290.86,Associate Degree,18,5471,7600,89.45,35.46,Germany,20.59,2,0.4335704823611562,1
Agricultural engineer,Entertainment,Increasing,Low,143703.28,High School,20,7886,1954,72.11,25.19,Germany,34.42,2,0.43356471043566247,0
Art therapist,IT,Decreasing,High,66365.42,PhD,17,2650,1627,69.62,78.34,USA,33.05,2,0.4335261662358216,2
Trade union research officer,Entertainment,Decreasing,Low,92314.52,Master’s Degree,5,6179,742,44.22,45.19,UK,61.63,2,0.43351095290530267,1
Research scientist (physical sciences),Education,Increasing,High,33163.59,Master’s Degree,13,1683,3562,17.38,94.68,China,30.85,2,0.43351014321287634,2
Fisheries officer,Manufacturing,Increasing,High,98577.7,Master’s Degree,10,9726,8131,28.29,56.33,Brazil,27.63,2,0.433506666210782,1
"Therapist, speech and language",Entertainment,Decreasing,Moderate,114579.27,Bachelor’s Degree,14,1584,9694,28.62,36.46,China,54.09,2,0.4334984694192621,1
"Designer, jewellery",Entertainment,Increasing,High,109277.84,Master’s Degree,18,1923,3125,83.44,83.43,USA,70.17,2,0.4334708954140091,2
Optometrist,Entertainment,Increasing,Low,76652.21,Bachelor’s Degree,10,8542,4889,62.2,26.66,Australia,67.75,2,0.433461993953603,0
Medical laboratory scientific officer,Entertainment,Decreasing,Low,82323.11,High School,18,5201,5768,27.97,26.23,Australia,55.56,2,0.4334249006277123,0
Photographer,Entertainment,Increasing,High,141935.81,High School,8,7122,682,85.17,42.96,UK,73.73,2,0.43341210348924675,1
"Engineer, drilling",IT,Decreasing,Low,128889.78,Master’s Degree,19,8582,4749,96.59,93.78,USA,43.37,2,0.43340022042145954,2
"Designer, furniture",Manufacturing,Increasing,Moderate,32313.74,PhD,9,2354,6055,61.32,82.84,USA,75.38,2,0.43337292837620217,2
Emergency planning/management officer,Entertainment,Decreasing,Low,103692.88,PhD,0,7081,8311,28.61,65.84,Canada,49.59,2,0.43335834320837713,2
Immigration officer,Retail,Increasing,Moderate,86522.57,High School,13,1628,1657,86.8,80.29,Brazil,47.88,2,0.4333514411595673,2
"Sound technician, broadcasting/film/video",Entertainment,Decreasing,Moderate,114450.38,High School,4,4583,5350,47.49,51.46,China,30.44,2,0.4333472135405754,1
Tour manager,Education,Decreasing,Low,140559.86,Master’s Degree,6,8497,3610,57.71,55.71,China,29.92,2,0.4333288437279926,1
Risk analyst,Manufacturing,Decreasing,Low,32902.71,Associate Degree,3,2190,4920,1.9,27.63,USA,71.41,2,0.4333102660731681,0
Event organiser,Transportation,Increasing,High,115038.96,Associate Degree,8,8932,9790,41.15,84.63,India,35.35,2,0.4332929298389474,2
Market researcher,Education,Increasing,Moderate,92482.86,Bachelor’s Degree,10,7789,4739,24.42,95.0,Australia,78.77,2,0.4332913732889601,2
"Production assistant, radio",Finance,Decreasing,Moderate,32312.16,High School,0,3161,9772,20.37,57.51,Brazil,61.7,2,0.43327413965126405,1
"Sound technician, broadcasting/film/video",Finance,Decreasing,High,137063.44,High School,16,4819,3263,14.88,72.49,China,39.68,2,0.43323599840883037,2
Comptroller,Transportation,Decreasing,Low,90822.75,Associate Degree,6,5322,2921,14.88,79.67,USA,70.27,2,0.4332306485203657,2
Charity fundraiser,Manufacturing,Increasing,High,79220.52,Master’s Degree,3,7430,6299,28.19,61.32,USA,61.84,2,0.4332212142560299,2
"Sound technician, broadcasting/film/video",Education,Increasing,Moderate,141950.62,High School,19,5291,5191,48.69,65.44,India,51.94,2,0.43315682789626947,2
Corporate treasurer,Education,Decreasing,Moderate,66780.24,High School,15,4071,5236,70.35,33.79,Australia,71.9,2,0.4331507599733005,1
"Therapist, art",Finance,Decreasing,Low,121853.3,Associate Degree,10,4176,1480,41.94,78.62,Germany,57.71,2,0.43312432746859675,2
Aeronautical engineer,Healthcare,Increasing,Moderate,111619.97,High School,17,4922,2202,5.41,36.93,China,41.92,2,0.4331233659696977,1
"Teacher, secondary school",Transportation,Decreasing,Moderate,30044.24,Master’s Degree,20,3230,7933,44.46,15.03,USA,78.56,2,0.4331051777979395,0
Maintenance engineer,Manufacturing,Increasing,Low,90050.28,Master’s Degree,4,8587,3442,75.4,52.22,Germany,29.88,2,0.43310044259501196,1
Site engineer,Retail,Decreasing,Low,143017.23,Bachelor’s Degree,20,582,5952,44.64,20.0,USA,48.15,2,0.43308068731839305,0
Editorial assistant,IT,Increasing,High,96816.09,Bachelor’s Degree,9,7585,4956,51.49,65.69,USA,25.76,2,0.43306839240610734,2
Patent attorney,Manufacturing,Increasing,High,41455.25,High School,3,2803,7873,1.3,36.01,Brazil,45.7,2,0.43304493307112363,1
